id,list_time,type_real_estate,ward,area,region,address,property_status,price_m2,direction,balconydirection,property_legal_document,size,floornumber,apartment_type,furnishing_sell,apartment_feature,rooms,toilets,floors,house_type,living_size,width,length,land_type,property_road_condition,land_feature,property_back_condition,price
88513834,1633764253000.0,Nhà ở,Phường Đông Hòa,Thị xã Dĩ An,Bình Dương,"Đường Nguyễn Công Trứ, Phường Đông Hòa, Thị xã Dĩ An, Bình Dương",,"57,14 triệu/m²",Tây,,Đã có sổ,70 m²,,,,,4 phòng,3 phòng,,Nhà ngõ,200 m²,4.3 m,16 m,,Hẻm xe hơi,,,4000000000.0
88513412,1633763694000.0,Nhà ở,Phường Phú Lợi,Thành phố Thủ Dầu Một,Bình Dương,"Hẻm, Phường Phú Lợi, Thành phố Thủ Dầu Một, Bình Dương",,"48,75 triệu/m²",Đông Nam,,Đã có sổ,120 m²,,,Nội thất đầy đủ,,4 phòng,3 phòng,1,Nhà ngõ,75 m²,10 m,12 m,,Hẻm xe hơi,,,5850000000.0
88403940,1633761990321.0,Nhà ở,Phường Tân Bình,Thị xã Dĩ An,Bình Dương,"Đường Nguyễn An Ninh, Phường Tân Bình, Thị xã Dĩ An, Bình Dương",,"41,67 triệu/m²",Đông Bắc,,,72 m²,,,,,4 phòng,4 phòng,,Nhà phố liền kề,200 m²,4 m,17 m,,,,,3000000000.0
88512042,1633761762000.0,Nhà ở,Phường Bình Hòa,Thành phố Thuận An,Bình Dương,"đường BH 13, Phường Bình Hòa, Thành phố Thuận An, Bình Dương",,45.833 đ/m²,Tây Bắc,,Đã có sổ,120 m²,,,Nội thất đầy đủ,,4 phòng,3 phòng,,Nhà mặt phố,216 m²,5 m,24 m,,,,,5500000.0
88511996,1633761677000.0,Nhà ở,Phường Tân Bình,Thị xã Dĩ An,Bình Dương,"Đường Bùi Thị Xuân, phường Tân Bình, thành phố Dĩ An, Bình Dương, Phường Tân Bình, Thị xã Dĩ An, Bình Dương",,20 triệu/m²,Đông Bắc,,Đã có sổ,100 m²,,,Bàn giao thô,,3 phòng,3 phòng,3,Nhà mặt phố,60 m²,10 m,20 m,,Hẻm xe hơi,,Nở hậu,2000000000.0
88511156,1633760428000.0,Nhà ở,Phường An Phú,Thành phố Thuận An,Bình Dương,"Đường D1, Phường An Phú, Thành phố Thuận An, Bình Dương",,65 triệu/m²,Nam,,Đã có sổ,100 m²,,,Hoàn thiện cơ bản,,3 phòng,2 phòng,,Nhà mặt phố,100 m²,5 m,20 m,,,,,6500000000.0
88442105,1633760383236.0,Nhà ở,Phường Lái Thiêu,Thành phố Thuận An,Bình Dương,"Đường Phú Long, Phường Lái Thiêu, Thành phố Thuận An, Bình Dương",,60 triệu/m²,Đông Bắc,,Đã có sổ,120 m²,,,Nội thất cao cấp,,7 phòng,6 phòng,4,Nhà biệt thự,380 m²,5 m,24 m,,Hẻm xe hơi,,Nở hậu,7200000000.0
88481646,1633757446249.0,Nhà ở,Phường Bình Thắng,Thị xã Dĩ An,Bình Dương,"Đường N3, Phường Bình Thắng, Thị xã Dĩ An, Bình Dương",,35 triệu/m²,Tây Bắc,,Đã có sổ,40 m²,,,Hoàn thiện cơ bản,,1 phòng,1 phòng,,Nhà ngõ,36 m²,4.13 m,8.49 m,,Hẻm xe hơi,,,1400000000.0
88403424,1633752685968.0,Nhà ở,Phường Tân Bình,Thị xã Dĩ An,Bình Dương,"Đường Nguyễn Thị Tươi, Phường Tân Bình, Thị xã Dĩ An, Bình Dương",,"39,67 triệu/m²",,,Đã có sổ,60.8 m²,,,Nội thất đầy đủ,,3 phòng,2 phòng,,Nhà ngõ,60.8 m²,4 m,15 m,,Hẻm xe hơi,,,2380000000.0
88505888,1633750906000.0,Nhà ở,Phường Tân Đông Hiệp,Thị xã Dĩ An,Bình Dương,"Dt743, Phường Tân Đông Hiệp, Thị xã Dĩ An, Bình Dương",,"38,67 triệu/m²",Tây Nam,,Đã có sổ,75 m²,,,,,3 phòng,2 phòng,2,Nhà mặt phố,225 m²,5 m,15 m,,Hẻm xe hơi,,Nở hậu,2900000000.0
88505457,1633750185000.0,Nhà ở,Phường Phú Mỹ,Thành phố Thủ Dầu Một,Bình Dương,"Đường Huỳnh Văn Lũy, Phường Phú Mỹ, Thành phố Thủ Dầu Một, Bình Dương",,"11,51 triệu/m²",Đông Nam,,Đã có sổ,391 m²,,,Bàn giao thô,,2 phòng,2 phòng,,Nhà ngõ,391 m²,9 m,43 m,,Hẻm xe hơi,,,4500000000.0
88504910,1633749519000.0,Nhà ở,Phường Mỹ Phước,Thị xã Bến Cát,Bình Dương,"Đường 2/9, Phường Mỹ Phước, Thị xã Bến Cát, Bình Dương",,"8,36 triệu/m²",,,Đã có sổ,134 m²,,,,,2 phòng,1 phòng,,Nhà ngõ,,,,,,,,1120000000.0
