city,date,direction,district,floors,front_road,id,length,price,property_legal_document,rooms,size,type_adv,type_real_estate,ward,width
Hồ Chí Minh,Ngày đăng: Hôm qua,_,Quận Bình Thạnh,4,16m,9088198,20m, 18 tỷ ,Sổ hồng/ Sổ đỏ,7, 100 m,Cần bán,Nhà mặt tiền,Phường 26,5m
Hồ Chí Minh,Ngày đăng: Hôm qua,_,Quận Phú Nhuận,3,8m,9094998,"11,25m"," 7,6 tỷ ",Sổ hồng/ Sổ đỏ,3, 45 m,Cần bán,Nhà trong hẻm,Phường 1,4m
Hồ Chí Minh,Ngày đăng: Hôm qua,_,Quận Gò Vấp,2,2m,8499670,11m," 3,2 tỷ ",Sổ hồng/ Sổ đỏ,3, 60 m,Cần bán,Nhà trong hẻm,Phường 5,5m
Hồ Chí Minh,Ngày đăng: Hôm qua,_,Quận Tân Bình,4,5m,8017425,9m," 6,5 tỷ ",Sổ hồng/ Sổ đỏ,3, 54 m,Cần bán,Nhà trong hẻm,Phường 13,6m
Hồ Chí Minh,Ngày đăng: Hôm qua,_,Quận Bình Thạnh,6,4m,8393745,"6,7m"," 8,49 tỷ ",Sổ hồng/ Sổ đỏ,5, 40 m,Cần bán,Nhà mặt tiền,Phường 13,6m
Hồ Chí Minh,Ngày đăng: Hôm qua,_,Quận Phú Nhuận,3,6m,9111825,13m," 6,2 tỷ ",Sổ hồng/ Sổ đỏ,3, 45 m,Cần bán,Nhà trong hẻm,Phường 1,"3,5m"
Hồ Chí Minh,Ngày đăng: Hôm qua,_,Quận Phú Nhuận,3,7m,9169254,13m," 7,5 tỷ ",Sổ hồng/ Sổ đỏ,2, 45 m,Cần bán,Nhà trong hẻm,Phường 1,"3,5m"
Hồ Chí Minh,Ngày đăng: Hôm qua,_,Quận Phú Nhuận,3,3m,9065423,"8,2m"," 3,78 tỷ ",Sổ hồng/ Sổ đỏ,2, 30 m,Cần bán,Nhà trong hẻm,Phường 5,"3,6m"
Hồ Chí Minh,Ngày đăng: Hôm qua,_,Quận Tân Phú,2,12m,8707524,16m," 8,7 tỷ ",Sổ hồng/ Sổ đỏ,2, 80 m,Cần bán,Nhà trong hẻm,Phường Phú Thọ Hòa,5m
Hồ Chí Minh,Ngày đăng: Hôm qua,_,Quận Tân Bình,1,5m,7413276,22m," 10,85 tỷ ",---,8, 110 m,Cần bán,Nhà trong hẻm,Phường 4,5m
Hồ Chí Minh,Ngày đăng: Hôm qua,_,Quận Phú Nhuận,3,3m,9115563,9m," 4,2 tỷ ",Sổ hồng/ Sổ đỏ,3, 30 m,Cần bán,Nhà trong hẻm,Phường 5,"3,5m"
Hồ Chí Minh,Ngày đăng: Hôm qua,_,Quận Bình Thạnh,3,4m,9096389,15m," 3,8 tỷ ",Sổ hồng/ Sổ đỏ,3, 66 m,Cần bán,Nhà trong hẻm,Phường 12,"4,5m"
Hồ Chí Minh,Ngày đăng: Hôm qua,_,Quận Tân Phú,2,10m,8241877,22m," 7,4 tỷ ",---,5, 95 m,Cần bán,Nhà mặt tiền,Phường Phú Thạnh,"4,5m"
Hồ Chí Minh,Ngày đăng: Hôm qua,_,Quận Bình Thạnh,5,16m,9094496,20m, 18 tỷ ,Sổ hồng/ Sổ đỏ,7, 100 m,Cần bán,Nhà trong hẻm,Phường 25,5m
Hồ Chí Minh,Ngày đăng: Hôm qua,_,Quận Phú Nhuận,3,6m,9103114,13m," 7,6 tỷ ",Sổ hồng/ Sổ đỏ,3, 46 m,Cần bán,Nhà trong hẻm,Phường 1,"3,5m"
Hồ Chí Minh,Ngày đăng: Hôm qua,_,Quận Tân Bình,3,5m,7898052,9m," 5,25 tỷ ",Sổ hồng/ Sổ đỏ,3, 45 m,Cần bán,Nhà trong hẻm,Phường 10,5m
Hồ Chí Minh,Ngày đăng: Hôm qua,_,Quận Tân Bình,4,10m,7697963,12m," 6,9 tỷ ",Sổ hồng/ Sổ đỏ,4, 60 m,Cần bán,Nhà trong hẻm,Phường 10,5m
Hồ Chí Minh,Ngày đăng: Hôm qua,_,Quận Tân Phú,2,---,7613496,11m," 3,2 tỷ ",Sổ hồng/ Sổ đỏ,3, 45 m,Cần bán,Nhà trong hẻm,Phường Tân Thới Hòa,4m
Hồ Chí Minh,Ngày đăng: Hôm qua,_,Quận Tân Phú,2,6m,8227252,20m," 7,2 tỷ ",Sổ hồng/ Sổ đỏ,4, 95 m,Cần bán,Nhà trong hẻm,Phường Tân Thành,"4,5m"
Hồ Chí Minh,Ngày đăng: Hôm qua,_,Quận Tân Phú,2,5m,7644335,12m," 3,5 tỷ ",Sổ hồng/ Sổ đỏ,2, 45 m,Cần bán,Nhà trong hẻm,Phường Tân Thới Hòa,4m
Hồ Chí Minh,Ngày đăng: Hôm qua,_,Quận Tân Phú,2,5m,7644275,12m," 3,49 tỷ ",Sổ hồng/ Sổ đỏ,2, 40 m,Cần bán,Nhà trong hẻm,Phường Tân Thới Hòa,"3,5m"
Hồ Chí Minh,Ngày đăng: Hôm qua,_,Quận Tân Phú,2,4m,8700075,10m," 3,5 tỷ ",Sổ hồng/ Sổ đỏ,2, 40 m,Cần bán,Nhà trong hẻm,Phường Phú Thọ Hòa,4m
Hồ Chí Minh,Ngày đăng: Hôm qua,_,Quận Phú Nhuận,3,7m,9108679,14m," 7,2 tỷ ",Sổ hồng/ Sổ đỏ,3, 05 m,Cần bán,Nhà trong hẻm,Phường 12,"3,5m"
Hồ Chí Minh,Ngày đăng: Hôm qua,_,Quận Tân Phú,2,2m,7595035,13m," 3,2 tỷ ",Sổ hồng/ Sổ đỏ,3, 50 m,Cần bán,Nhà trong hẻm,Phường Phú Thọ Hòa,2m
Hồ Chí Minh,Ngày đăng: Hôm qua,_,Quận Tân Bình,5,5m,8158714,17m," 7,5 tỷ ",Sổ hồng/ Sổ đỏ,6, 90 m,Cần bán,Nhà trong hẻm,Phường 10,5m
Hồ Chí Minh,Ngày đăng: Hôm qua,_,Quận 11,3,10m,8158279,15m," 11,5 tỷ ",Sổ hồng/ Sổ đỏ,3, 06 m,Cần bán,Nhà mặt tiền,Phường 1,4m
Hồ Chí Minh,Ngày đăng: Hôm qua,_,Quận 11,2,20m,7644462,9m," 5,3 tỷ ",Sổ hồng/ Sổ đỏ,2, 35 m,Cần bán,Nhà mặt tiền,Phường 14,"4,2m"
Hồ Chí Minh,Ngày đăng: Hôm qua,_,Quận Tân Bình,1,5m,8185320,10m," 3,65 tỷ ",Sổ hồng/ Sổ đỏ,3, 32 m,Cần bán,Nhà trong hẻm,Phường 10,"3,2m"
Hồ Chí Minh,Ngày đăng: Hôm qua,_,Quận Bình Thạnh,3,6m,9102031,12m," 6,6 tỷ ",Sổ hồng/ Sổ đỏ,3, 55 m,Cần bán,Nhà trong hẻm,Phường 11,"4,6m"
Hồ Chí Minh,Ngày đăng: Hôm qua,_,Huyện Nhà Bè,22,---,2146756,---," 2,1 tỷ ",---,2, 50 m,Cần bán,Căn hộ chung cư,Xã Phước Kiển,---
Hồ Chí Minh,Ngày đăng: Hôm qua,_,Quận Tân Phú,2,5m,7839305,4m," 3,4 tỷ ",Sổ hồng/ Sổ đỏ,2, 44 m,Cần bán,Nhà trong hẻm,Phường Tân Thới Hòa,11m
Hồ Chí Minh,Ngày đăng: Hôm qua,_,Quận Tân Bình,---,---,2094533,---," 1,7 tỷ ",---,---, 57 m,Cần bán,Căn hộ chung cư,Phường 2,---
Hồ Chí Minh,Ngày đăng: Hôm qua,_,Quận Tân Phú,4,5m,8232921,15m," 5,4 tỷ ",---,5, 60 m,Cần bán,Nhà trong hẻm,Phường Phú Thạnh,4m
Hồ Chí Minh,Ngày đăng: Hôm qua,_,Quận Tân Phú,2,12m,8668115,16m," 8,7 tỷ ",Sổ hồng/ Sổ đỏ,2, 80 m,Cần bán,Nhà trong hẻm,Phường Hòa Thạnh,5m
Hồ Chí Minh,Ngày đăng: Hôm qua,_,Quận 2,22,---,1948677,---, 2 tỷ ,---,2, 55 m,Cần bán,Căn hộ chung cư,Phường An Phú,---
Hồ Chí Minh,Ngày đăng: Hôm qua,_,Huyện Nhà Bè,---,---,2087933,---," 1,2 tỷ ",---,---, 50 m,Cần bán,Văn phòng,Xã Phước Kiển,---
Hồ Chí Minh,Ngày đăng: Hôm qua,_,Quận 2,---,---,1967788,---," 7,7 tỷ ",---,---, 100 m,Cần bán,"Biệt thự, nhà liền kề",Phường An Phú,---
Hồ Chí Minh,Ngày đăng: Hôm qua,_,Quận 7,---,---,2144889,---," 2,5 tỷ ",---,---, 76 m,Cần bán,Căn hộ chung cư,Phường Tân Hưng,---
Hồ Chí Minh,Ngày đăng: Hôm qua,_,Quận 7,---,---,1120927,---," 1,6 tỷ ",---,---, 78 m,Cần bán,Căn hộ chung cư,Phường Tân Hưng,---
Hồ Chí Minh,Ngày đăng: Hôm qua,_,Quận 7,---,---,944617,---," 1,1 tỷ ",---,---, 40 m,Cần bán,Văn phòng,Phường Tân Hưng,---
Hồ Chí Minh,Ngày đăng: Hôm qua,_,Quận 7,---,---,805267,---," 2,6 tỷ ",---,---, 103 m,Cần bán,Căn hộ chung cư,Phường Tân Hưng,---
Hồ Chí Minh,Ngày đăng: Hôm qua,_,Quận 2,---,---,2119296,---," 1,5 tỷ ",---,---, 50 m,Cần bán,Văn phòng,Phường An Phú,---
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Bình Tân,2,8m,9041077,16m," 3,75 tỷ ",Sổ hồng/ Sổ đỏ,3, 64 m,Cần bán,Nhà trong hẻm,Phường Bình Hưng Hòa B,4m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Bình Tân,4,6m,9081708,"16,2m"," 5,95 tỷ ",Sổ hồng/ Sổ đỏ,4, 60 m,Cần bán,Nhà trong hẻm,Phường Bình Trị Đông,"3,7m"
Hồ Chí Minh,Ngày đăng: Hôm qua,_,Quận Tân Phú,---,---,1818258,---," 1,98 tỷ ",---,---, 93 m,Cần bán,Căn hộ chung cư,Phường Hiệp Tân,---
Hồ Chí Minh,Ngày đăng: Hôm qua,_,Quận 11,3,5m,8167521,15m," 9,7 tỷ ",Sổ hồng/ Sổ đỏ,4, 75 m,Cần bán,Nhà trong hẻm,Phường 5,5m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Bình Tân,4,8m,9059694,"12,7m"," 4,75 tỷ ",Sổ hồng/ Sổ đỏ,4, 51 m,Cần bán,Nhà trong hẻm,Phường Bình Hưng Hòa B,4m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Tân Phú,2,6m,9085441,11m, 4 tỷ ,Sổ hồng/ Sổ đỏ,2, 45 m,Cần bán,Nhà trong hẻm,Phường Tây Thạnh,"4,1m"
Hồ Chí Minh,Ngày đăng: Hôm qua,_,Huyện Nhà Bè,---,---,2087811,---," 1,5 tỷ ",---,---, 50 m,Cần bán,Văn phòng,Xã Phước Kiển,---
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Huyện Củ Chi,1,20m,9242072,50m, 30 tỷ ,Sổ hồng/ Sổ đỏ,3, 940 m,Cần bán,Nhà mặt tiền,Xã Tân Thạnh Đông,21m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Huyện Củ Chi,---,12m,9233753,50m, 6 tỷ ,Sổ hồng/ Sổ đỏ,---, 350 m,Cần bán,"Đất thổ cư, đất ở",Xã Tân Thông Hội,"7,3m"
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Gò Vấp,7,20m,9229846,27m, 200 tỷ ,Sổ hồng/ Sổ đỏ,18, 132 m,Cần bán,"Nhà hàng, khách sạn",Phường 9,5m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Bình Tân,3,6m,9081248,"15,3m"," 4,6 tỷ ",Sổ hồng/ Sổ đỏ,3, 62 m,Cần bán,Nhà trong hẻm,Phường Bình Trị Đông,"4,5m"
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Bình Tân,2,8m,9091218,12m," 3,55 tỷ ",Sổ hồng/ Sổ đỏ,2, 48 m,Cần bán,Nhà trong hẻm,Phường Bình Hưng Hòa,4m
Hồ Chí Minh,Ngày đăng: Hôm qua,_,Quận 10,---,---,1178719,---," 2,1 tỷ ",---,---, 60 m,Cần bán,Căn hộ chung cư,Phường 12,---
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Tân Bình,4,8m,9201555,17m," 13,5 tỷ ",Sổ hồng/ Sổ đỏ,4, 68 m,Cần bán,Nhà trong hẻm,Phường 2,4m
Hồ Chí Minh,Ngày đăng: Hôm qua,_,Quận Phú Nhuận,18,---,1980843,---, 40 triệu / m,---,2, 69 m,Cần bán,Căn hộ chung cư,Phường 9,---
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Bình Thạnh,2,6m,9022994,6m," 5,5 tỷ ",---,3, 38 m,Cần bán,Nhà trong hẻm,Phường 6,"6,5m"
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Bình Thạnh,3,4m,9019999,"6,5m"," 2,85 tỷ ",---,3, 37 m,Cần bán,Nhà mặt tiền,Phường 11,6m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Bình Thạnh,1,5m,9025847,15m," 7,3 tỷ ",---,3, 80 m,Cần bán,Nhà trong hẻm,Phường 12,"5,3m"
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Bình Thạnh,2,6m,9194713,12m," 4,9 tỷ ",---,3, 40 m,Cần bán,Nhà trong hẻm,Phường 11,"3,5m"
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Bình Thạnh,2,6m,9023227,7m," 5,5 tỷ ",---,3, 43 m,Cần bán,Nhà trong hẻm,Phường 6,"6,5m"
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Bình Thạnh,2,4m,9177116,18m," 5,8 tỷ ",---,7, 77 m,Cần bán,Nhà trong hẻm,Phường 25,4m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Bình Thạnh,2,6m,9013304,11m," 6,85 tỷ ",---,3, 70 m,Cần bán,Nhà trong hẻm,Phường 11,"6,5m"
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Bình Thạnh,2,4m,9187204,"9,5m"," 3,15 tỷ ",---,3, 28 m,Cần bán,Nhà trong hẻm,Phường 17,"3,3m"
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Bình Thạnh,2,3m,9187172,"9,5m"," 3,15 tỷ ",---,3, 28 m,Cần bán,Nhà trong hẻm,Phường 17,"3,3m"
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận 1,3,3m,9210109,6m," 3,9 tỷ ",---,2, 23 m,Cần bán,Nhà trong hẻm,Phường Phạm Ngũ Lão,"3,9m"
Hồ Chí Minh,Ngày đăng: Hôm qua,_,Quận Tân Bình,4,"4,2m",7543510,22m," 8,6 tỷ ",Sổ hồng/ Sổ đỏ,4, 94 m,Cần bán,Nhà trong hẻm,Phường 7,"4,2m"
Hồ Chí Minh,Ngày đăng: Hôm qua,_,Quận 2,3,---,2715346,---, 7 tỷ ,---,5, 312 m,Cần bán,"Shop, kiot, quán",Phường An Phú,---
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Bình Thạnh,2,4m,9002552,16m, 5 tỷ ,---,4, 74 m,Cần bán,Nhà trong hẻm,Phường 11,4m
Hồ Chí Minh,Ngày đăng: Hôm qua,_,Quận Phú Nhuận,5,7m,7492914,38m, 64 tỷ ,Sổ hồng/ Sổ đỏ,9, 680 m,Cần bán,Nhà mặt tiền,Phường 11,10m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Bình Thạnh,2,4m,9202109,12m," 4,95 tỷ ",---,3, 60 m,Cần bán,Nhà trong hẻm,Phường 15,5m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Bình Thạnh,2,6m,9000357,11m," 6,85 tỷ ",---,3, 70 m,Cần bán,Nhà trong hẻm,Phường 11,"6,5m"
Hồ Chí Minh,Ngày đăng: Hôm qua,_,Quận Bình Thạnh,4,8m,8690325,23m, 26 tỷ ,Sổ hồng/ Sổ đỏ,3, 210 m,Cần bán,"Biệt thự, nhà liền kề",Phường 6,9m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Tân Bình,2,20m,9193886,25m, 25 tỷ ,Sổ hồng/ Sổ đỏ,3, 123 m,Cần bán,Nhà mặt tiền,Phường 10,5m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận 7,4,20m,9193567,24m, 30 tỷ ,Sổ hồng/ Sổ đỏ,6, 192 m,Cần bán,"Biệt thự, nhà liền kề",Phường Tân Thuận Đông,8m
Hồ Chí Minh,Ngày đăng: Hôm qua,_,Quận 5,1,10m,9193112,20m, 3 tỷ ,Giấy tờ hợp lệ,3, 80 m,Cần bán,Căn hộ chung cư,Phường 14,4m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Bình Thạnh,2,4m,8947494,12m," 4,3 tỷ ",---,3, 37 m,Cần bán,Nhà trong hẻm,Phường 15,"3,2m"
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Huyện Củ Chi,1,20m,9241966,57m, 28 tỷ ,Sổ hồng/ Sổ đỏ,2, 1.071 m,Cần bán,Nhà mặt tiền,Xã Tân Thạnh Tây,19m
Hồ Chí Minh,Ngày đăng: Hôm qua,_,Thành phố Thủ Đức,---,7m,5979886,14m," 3,95 tỷ ",Sổ hồng/ Sổ đỏ,---, 64 m,Cần bán,"Đất thổ cư, đất ở",Phường Hiệp Bình Chánh,5m
Hồ Chí Minh,Ngày đăng: Hôm qua,_,Huyện Củ Chi,---,8m,9095463,65m," 1,8 tỷ ",---,---, 385 m,Cần bán,"Đất thổ cư, đất ở",Xã Phạm Văn Cội,6m
Hồ Chí Minh,Ngày đăng: Hôm qua,_,Quận Bình Thạnh,3,6m,6976499,14m," 10,5 tỷ ",Sổ hồng/ Sổ đỏ,4, 64 m,Cần bán,Nhà trong hẻm,Phường 25,4m
Hồ Chí Minh,Ngày đăng: Hôm qua,_,Huyện Hóc Môn,---,20m,8249652,22m," 7,2 tỷ ",---,---, 132 m,Cần bán,"Đất thổ cư, đất ở",Xã Xuân Thới Đông,6m
Hồ Chí Minh,Ngày đăng: Hôm qua,_,Huyện Củ Chi,---,6m,9105287,98m," 5,2 tỷ ",---,---, 1.747 m,Cần bán,"Đất thổ cư, đất ở",Xã Nhuận Đức,17m
Hồ Chí Minh,Ngày đăng: Hôm qua,_,Quận Bình Thạnh,3,6m,8296503,20m," 11,8 tỷ ",Sổ hồng/ Sổ đỏ,3, 100 m,Cần bán,Nhà trong hẻm,Phường 17,5m
Hồ Chí Minh,Ngày đăng: Hôm qua,_,Quận Tân Phú,2,8m,8338389,21m," 7,2 tỷ ",Sổ hồng/ Sổ đỏ,4, 86 m,Cần bán,Nhà trong hẻm,Phường Tân Quý,4m
Hồ Chí Minh,Ngày đăng: Hôm qua,_,Huyện Hóc Môn,---,20m,8251517,22m, 8 tỷ ,---,---, 126 m,Cần bán,"Đất thổ cư, đất ở",Xã Xuân Thới Đông,6m
Hồ Chí Minh,Ngày đăng: Hôm qua,_,Quận 12,2,12m,8392965,17m," 4,6 tỷ ",---,4, 64 m,Cần bán,Nhà trong hẻm,Phường Hiệp Thành,4m
Hồ Chí Minh,Ngày đăng: Hôm qua,_,Huyện Củ Chi,---,8m,9060816,73m," 5,3 tỷ ",---,---, 1.756 m,Cần bán,"Đất thổ cư, đất ở",Xã An Nhơn Tây,21m
Hồ Chí Minh,Ngày đăng: Hôm qua,_,Quận Bình Thạnh,2,3m,8579903,---," 4,3 tỷ ",---,3, 38 m,Cần bán,Nhà trong hẻm,Phường 15,---
Hồ Chí Minh,Ngày đăng: Hôm qua,_,Huyện Củ Chi,---,3m,9105833,52m," 2,6 tỷ ",---,---, 2.143 m,Cần bán,"Đất nông, lâm nghiệp",Xã Phước Thạnh,50m
Hồ Chí Minh,Ngày đăng: Hôm qua,_,Quận 2,5,10m,8556105,---," 17,59 tỷ ",---,5, 88 m,Cần bán,Nhà mặt tiền,Phường Thảo Điền,---
Hồ Chí Minh,Ngày đăng: Hôm qua,_,Quận Bình Thạnh,4,3m,8556083,---," 76,9 tỷ ",---,4, 44 m,Cần bán,Nhà trong hẻm,Phường 19,---
Hồ Chí Minh,Ngày đăng: Hôm qua,_,Huyện Củ Chi,---,6m,9038548,58m," 1,68 tỷ ",---,---, 362 m,Cần bán,"Đất thổ cư, đất ở",Xã An Nhơn Tây,6m
Hồ Chí Minh,Ngày đăng: Hôm qua,_,Quận Bình Thạnh,2,3m,8524757,10m, 5 tỷ ,---,2, 44 m,Cần bán,Nhà trong hẻm,Phường 19,"4,5m"
Hồ Chí Minh,Ngày đăng: Hôm qua,_,Quận Bình Thạnh,5,6m,8524846,---," 7,4 tỷ ",---,5, 43 m,Cần bán,Nhà trong hẻm,Phường 26,---
Hồ Chí Minh,Ngày đăng: Hôm qua,_,Quận Bình Thạnh,4,4m,8534371,10m," 5,69 tỷ ",---,4, 45 m,Cần bán,Nhà trong hẻm,Phường 25,"4,5m"
Hồ Chí Minh,Ngày đăng: Hôm qua,_,Quận Bình Thạnh,4,3m,8534419,9m," 5,7 tỷ ",---,4, 61 m,Cần bán,Nhà trong hẻm,Phường 11,7m
Hồ Chí Minh,Ngày đăng: Hôm qua,_,Huyện Củ Chi,---,6m,9102192,300m," 4,5 tỷ ",---,---, 6.537 m,Cần bán,"Đất nông, lâm nghiệp",Xã Trung Lập Thượng,12m
Hồ Chí Minh,Ngày đăng: Hôm qua,_,Quận Bình Thạnh,3,5m,8516062,13m," 6,9 tỷ ",---,4, 50 m,Cần bán,Nhà trong hẻm,Phường 13,4m
Hồ Chí Minh,Ngày đăng: Hôm qua,_,Quận Bình Thạnh,2,3m,8556033,---," 2,75 tỷ ",---,1, 21 m,Cần bán,Nhà trong hẻm,Phường 25,4m
Hồ Chí Minh,Ngày đăng: Hôm qua,_,Quận Bình Thạnh,2,"4,5m",8520838,---," 8,89 tỷ ",---,2, 100 m,Cần bán,Nhà trong hẻm,Phường 11,7m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Bình Thạnh,3,4m,9020439,"6,5m"," 2,85 tỷ ",---,3, 37 m,Cần bán,Nhà mặt tiền,Phường 11,6m
Hồ Chí Minh,Ngày đăng: Hôm qua,_,Quận Bình Thạnh,2,4m,8384247,---," 4,75 tỷ ",---,2, 52 m,Cần bán,Nhà trong hẻm,Phường 21,---
Hồ Chí Minh,Ngày đăng: Hôm qua,_,Quận Bình Thạnh,2,3m,8384371,---, 6 tỷ ,---,2, 81 m,Cần bán,Nhà trong hẻm,Phường 22,---
Hồ Chí Minh,Ngày đăng: Hôm qua,_,Huyện Hóc Môn,---,4m,6968891,70m," 3,2 tỷ ",---,---, 990 m,Cần bán,"Đất nông, lâm nghiệp",Xã Thới Tam Thôn,12m
Hồ Chí Minh,Ngày đăng: Hôm qua,_,Quận Tân Bình,3,8m,8251721,20m, 15 tỷ ,---,5, 20 m,Cần bán,Nhà mặt tiền,Phường 12,4m
Hồ Chí Minh,Ngày đăng: Hôm qua,_,Quận Bình Thạnh,2,3m,8283986,---," 4,9 tỷ ",---,2, 48 m,Cần bán,Nhà trong hẻm,Phường 11,---
Hồ Chí Minh,Ngày đăng: Hôm nay,Tây Bắc,Quận Bình Tân,2,12m,8596591,20m, 15 tỷ ,Sổ hồng/ Sổ đỏ,5, 140 m,Cần bán,"Biệt thự, nhà liền kề",Phường Bình Trị Đông B,7m
Hồ Chí Minh,Ngày đăng: Hôm qua,_,Quận Bình Thạnh,2,3m,8283972,9m," 3,6 tỷ ",---,2, 47 m,Cần bán,Nhà trong hẻm,Phường 12,5m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Bình Tân,---,4m,7909366,"12,5m"," 3,1 tỷ ",Sổ hồng/ Sổ đỏ,---, 48 m,Cần bán,"Đất thổ cư, đất ở",Phường Bình Trị Đông,4m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Tân Phú,3,4m,9271812,---," 4,6 tỷ ",Sổ hồng/ Sổ đỏ,4, 40 m,Cần bán,Nhà trong hẻm,Phường Tân Quý,---
Hồ Chí Minh,Ngày đăng: Hôm qua,_,Quận Bình Thạnh,3,3m,8579843,11m," 4,6 tỷ ",---,3, 45 m,Cần bán,Nhà trong hẻm,Phường 12,4m
Hồ Chí Minh,Ngày đăng: Hôm qua,_,Huyện Hóc Môn,---,12m,8698013,50m, 45 tỷ ,---,---, 2.000 m,Cần bán,"Kho, xưởng",Xã Xuân Thới Thượng,40m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Gò Vấp,1,4m,9267790,---," 3,9 tỷ ",Sổ hồng/ Sổ đỏ,2, 32 m,Cần bán,Nhà trong hẻm,Phường 1,---
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Phú Nhuận,5,5m,9185434,---," 10,6 tỷ ",Sổ hồng/ Sổ đỏ,6, 46 m,Cần bán,Nhà mặt tiền,Phường 13,---
Hồ Chí Minh,Ngày đăng: Hôm nay,Nam,Quận Bình Tân,4,7m,8428551,14m," 5,7 tỷ ",Sổ hồng/ Sổ đỏ,5, 211 m,Cần bán,Nhà trong hẻm,Phường Bình Trị Đông A,4m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Bình Thạnh,3,5m,9224943,---, 6 tỷ ,Sổ hồng/ Sổ đỏ,4, 60 m,Cần bán,Nhà trong hẻm,Phường 1,---
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Gò Vấp,4,8m,9054963,---," 9,1 tỷ ",Sổ hồng/ Sổ đỏ,4, 60 m,Cần bán,Nhà mặt tiền,Phường 3,---
Hồ Chí Minh,Ngày đăng: Hôm qua,_,Quận 1,4,3m,8615798,---," 3,55 tỷ ",---,2, 23 m,Cần bán,Nhà trong hẻm,Phường Tân Định,---
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Phú Nhuận,3,3m,9209812,---," 2,9 tỷ ",Sổ hồng/ Sổ đỏ,2, 50 m,Cần bán,Nhà mặt tiền,Phường 4,---
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Gò Vấp,2,3m,9090776,---," 4,6 tỷ ",Sổ hồng/ Sổ đỏ,3, 46 m,Cần bán,Nhà trong hẻm,Phường 7,---
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Bình Thạnh,4,4m,9275252,---," 5,1 tỷ ",Sổ hồng/ Sổ đỏ,3, 35 m,Cần bán,Nhà trong hẻm,Phường 2,---
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Bình Thạnh,1,3m,9104157,---," 5,4 tỷ ",Sổ hồng/ Sổ đỏ,2, 75 m,Cần bán,Nhà trong hẻm,Phường 11,---
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Bình Thạnh,1,4m,9108992,---, 4 tỷ ,Sổ hồng/ Sổ đỏ,3, 50 m,Cần bán,Nhà trong hẻm,Phường 2,---
Hồ Chí Minh,Ngày đăng: Hôm qua,_,Quận Bình Thạnh,5,3m,8517510,---," 5,8 tỷ ",---,5, 36 m,Cần bán,Nhà trong hẻm,Phường 19,"3,5m"
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Bình Thạnh,5,3m,9286999,---," 4,65 tỷ ",Sổ hồng/ Sổ đỏ,7, 48 m,Cần bán,Nhà mặt tiền,Phường 21,---
Hồ Chí Minh,Ngày đăng: Hôm qua,Tây Nam,Quận Bình Thạnh,2,3m,9062321,15m," 4,1 tỷ ",Sổ hồng/ Sổ đỏ,2, 53 m,Cần bán,Nhà mặt tiền,Phường 21,"4,3m"
